,Date,Q,SWE,SWE_scaled
0,2018-08,79.269,8.60339470814125,1070242.5138849427
1,2018-09,311.994,8.810294104169149,1095980.3228822025
2,2018-10,1094.216,9.959124194627488,1238892.1438260118
3,2018-11,990.144,12.089523512753068,1503908.9190824023
4,2018-12,749.829,11.231910623126907,1397223.8481225541
5,2019-01,1158.249,13.710350010539726,1705536.0075061177
6,2019-02,574.426,13.630156446187828,1695560.1125459394
7,2019-03,578.211,13.191841335887307,1641034.7209493085
8,2019-04,632.692,13.211546040270916,1643485.9408538092
9,2019-05,1771.901,13.135705840840977,1634051.5944771837
10,2019-06,1735.254,12.095480748962066,1504649.9855651583
11,2019-07,529.762,10.730815408162329,1334888.7558999548
12,2019-08,139.127,8.817167838256454,1096835.3995930748
13,2019-09,147.247,7.637176819935662,950047.2308933105
14,2019-10,149.23,9.745121940042708,1212270.7555608507
15,2019-11,372.281,11.51281722282813,1432167.9830402068
16,2019-12,243.397,11.804492672599464,1468451.7381382263
17,2020-01,751.875,13.061469512698078,1624816.7659997616
18,2020-02,833.002,12.864193344392408,1600276.0643977234
19,2020-03,968.572,12.607115689527179,1568296.1954110952
20,2020-04,1041.209,12.361265133671216,1537712.9517188917
21,2020-05,830.568,11.199374948446994,1393176.4850244247
22,2020-06,423.006,10.409124652876429,1294871.165831126
23,2020-07,195.724,9.154209933004005,1138762.6609828523
24,2020-08,193.669,7.960013197569447,990207.3337472847
25,2020-09,435.928,7.646570923188313,951215.8357315027
26,2020-10,108.554,8.603165583671673,1070214.0113279137
27,2020-11,52.115,9.388146016441972,1167863.7717095434
28,2020-12,89.819,10.730357159223177,1334831.750785897
29,2021-01,372.512,11.44201776172888,1423360.6929182208
30,2021-02,279.446,10.163503221490041,1264316.4246959516
31,2021-03,305.949,11.664039372748853,1450979.6706794
32,2021-04,283.583,11.149196689609663,1386934.425035056
33,2021-05,1121.711,9.581068819825681,1191862.9247280292
34,2021-06,1067.279,9.939190365774303,1236412.421364482
35,2021-07,396.801,8.837101667109641,1099315.122054605
36,2021-08,369.945,7.536591177791424,937534.6083575442
37,2021-09,127.586,7.028163979800387,874287.4343100146
38,2021-10,60.022,8.156143743527233,1014605.5225641776
39,2021-11,42.307,8.903089514347775,1107523.8584789801
40,2021-12,32.983,9.804923426602267,1219709.9229454407
41,2022-01,69.267,10.671013921602771,1327449.588515365
42,2022-02,88.48,10.565158416658265,1314281.40716793
43,2022-03,224.443,11.809075161991,1469021.7892788078
44,2022-04,405.836,11.741483443465828,1460613.534955229
45,2022-05,315.76,10.905408253979893,1356607.7043561144
46,2022-06,288.284,9.190869848136302,1143323.0701075052
47,2022-07,97.794,8.622870288055283,1072665.2312324147
48,2022-08,77.104,7.049930804410187,876995.1772277771
49,2022-09,43.357,6.744507886464243,839001.2687080129
50,2022-10,32.567,6.429232616326493,799781.7502359982
51,2022-11,86.631,8.93906205607134,1111998.7599325457
52,2022-12,216.77,9.443594138079572,1174761.3905105812
53,2023-01,70.417,11.384736644334668,1416235.0536609506
54,2023-02,551.763,11.54558202197762,1436243.8486953652
55,2023-03,786.266,12.148408501434318,1511234.0762388757
56,2023-04,292.73,10.377963725013977,1290994.8180751712
57,2023-05,299.966,9.059352402599188,1126962.602372813
58,2023-06,152.779,9.050645672755268,1125879.5052057079
59,2023-07,238.939,8.301179532769382,1032647.6411635857
60,2023-08,84.85,7.880277882156703,980288.4439011648
61,2023-09,88.216,6.473682763424403,805311.2462996398
