,Date,Q,SWE,SWE_scaled
0,2018-08,0.0,0.5048906789413119,20232.484177215192
1,2018-09,0.0,0.4746835443037975,19021.993670886077
2,2018-10,0.0,0.41283084004602993,16543.370253164558
3,2018-11,0.0,0.37543153049482164,15044.667721518988
4,2018-12,0.0,0.5250287686996548,21039.477848101265
5,2019-01,0.0,0.4617376294591484,18503.212025316454
6,2019-02,0.0,0.35097813578826237,14064.746835443038
7,2019-03,0.0,0.43728423475258915,17523.291139240504
8,2019-04,1.849,0.4559838895281933,18272.64240506329
9,2019-05,1.338,0.5768124280782508,23114.604430379746
10,2019-07,0.125,0.8170310701956272,32740.886075949365
11,2019-08,0.0,0.4444764096662831,17811.50316455696
12,2019-09,0.0,0.45310701956271576,18157.357594936708
13,2019-10,0.0,0.4818757192174914,19310.20569620253
14,2019-11,0.0,0.451668584579977,18099.71518987342
15,2019-12,0.0,0.5063291139240507,20290.12658227848
16,2020-01,3.308,0.4401611047180667,17638.575949367085
17,2020-02,1.942,0.451668584579977,18099.71518987342
18,2020-06,0.0,0.5552359033371691,22249.968354430377
19,2020-07,0.0,0.5466052934407365,21904.113924050635
20,2020-08,0.0,0.46461449942462607,18618.496835443042
21,2020-09,0.0,0.35241657077100114,14122.389240506329
22,2020-10,0.0,0.3624856156501726,14525.886075949367
23,2020-11,0.719,0.4214614499424626,16889.224683544304
24,2020-12,1.868,0.4099539700805524,16428.085443037977
25,2021-01,3.142,0.6027042577675489,24152.167721518985
26,2021-02,1.898,0.4588607594936709,18387.927215189873
27,2021-03,1.692,0.5092059838895282,20405.411392405065
28,2021-04,0.0,0.4329689298043728,17350.36392405063
29,2021-05,0.0,0.38118527042577677,15275.237341772152
30,2021-06,0.0,0.582566168009206,23345.17405063291
31,2021-07,0.0,0.5350978135788262,21442.974683544304
32,2021-08,0.0,0.33371691599539705,13373.037974683546
33,2021-09,0.0,0.39413118527042584,15794.018987341775
34,2021-10,11.634,0.6731875719217492,26976.645569620254
35,2021-11,6.996,0.5322209436133487,21327.689873417723
36,2021-12,22.504,0.7666858457997698,30723.401898734177
37,2022-01,40.695,0.8026467203682393,32164.46202531645
38,2022-02,72.998,1.0500575373993095,42078.95569620253
39,2022-03,69.709,1.255753739930955,50321.81962025316
40,2022-04,31.501,0.7767548906789413,31126.898734177215
41,2022-05,0.092,0.6818181818181818,27322.499999999996
42,2022-06,3.419,0.8745684695051783,35046.58227848101
43,2022-07,0.987,0.8659378596087456,34700.72784810126
44,2022-08,0.0,0.5466052934407365,21904.113924050635
45,2022-09,0.0,0.48762945914844646,19540.775316455696
46,2022-10,0.0,0.510644418872267,20463.053797468354
47,2022-11,0.41,0.6098964326812428,24440.379746835442
48,2022-12,50.769,0.6559263521288837,26284.936708860758
49,2023-01,1.699,0.5077675489067894,20347.768987341773
50,2023-02,0.0,0.36104718066743385,14468.243670886077
51,2023-03,0.0,0.5840046029919448,23402.816455696204
52,2023-04,0.0,0.49050632911392406,19656.060126582277
53,2023-05,0.0,0.4689298043728423,18791.42405063291
54,2023-06,1.293,0.7652474108170311,30665.759493670885
55,2023-07,29.777,0.733601841196778,29397.626582278484
56,2023-08,0.0,0.5782508630609896,23172.246835443035
57,2023-09,0.0,0.4919447640966628,19713.70253164557
58,2023-10,0.0,0.3639240506329114,14583.528481012658
59,2023-11,0.0,0.33803222094361335,13545.965189873417
60,2023-12,0.0,0.510644418872267,20463.053797468354
61,2024-01,0.0,0.5063291139240507,20290.12658227848
62,2024-02,0.0,0.5724971231300345,22941.677215189873
63,2024-03,3.519,0.5811277330264671,23287.53164556962
64,2024-04,8.016,0.6789413118527042,27207.215189873416
65,2024-05,5.156,0.41570771001150747,16658.65506329114
66,2024-06,5.316,0.5120828538550057,20520.696202531646
