,Date,Q,SWE,SWE_scaled
0,2018-08,0.909,3.9030402629416603,67600.65735414956
1,2018-09,1.264,4.325625073365418,74919.82627068904
2,2018-10,2.512,4.1202019016316465,71361.89693626012
3,2018-11,0.585,3.7210940251203195,64449.34851508393
4,2018-12,2.846,4.249325038150017,73598.3096607583
5,2019-01,1.211,4.308017372931095,74614.86089916657
6,2019-02,0.518,3.4687169855616857,60078.178189928396
7,2019-03,1.553,5.346871698556169,92607.81781899284
8,2019-04,8.224,5.200140861603474,90066.43972297217
9,2019-05,1.116,4.354971240755957,75428.10188989318
10,2019-06,0.973,3.433501584693039,59468.24744688343
11,2019-07,0.899,3.9734710646789533,68820.51884023947
12,2019-08,0.486,3.61544782251438,62619.55628594906
13,2019-09,1.163,5.810541143326682,100638.57260241813
14,2019-10,0.417,3.3161169151308836,57435.1449700669
15,2019-11,0.836,3.779786359901397,65465.8997534922
16,2019-12,1.001,3.22220917948116,55808.662988613694
17,2020-01,1.121,3.656532456861134,63331.142152834844
18,2020-02,31.158,4.1965019368470475,72683.41354619086
19,2020-03,4.754,2.999178307313065,51945.768282662284
20,2020-04,20.926,3.591970888601949,62212.935790585754
21,2020-05,1.212,3.380678483390069,58553.35133231599
22,2020-06,3.623,4.519309778142974,78274.44535743631
23,2020-07,22.741,5.869233478107759,101655.12384082639
24,2020-08,29.995,5.7048949407207425,98808.78037328325
25,2020-09,3.121,5.035802324216458,87220.09625542905
26,2020-10,7.541,4.519309778142974,78274.44535743631
27,2020-11,23.967,4.660171381617561,80714.16832961615
28,2020-12,9.695,5.569902570724263,96470.71252494425
29,2021-01,39.583,4.34910200727785,75326.44676605235
30,2021-02,7.062,4.390186641624603,76038.03263293812
31,2021-03,212.918,5.346871698556169,92607.81781899284
32,2021-04,22.103,5.55229487028994,96165.74715342176
33,2021-05,6.67,4.877333020307548,84475.40791172672
34,2021-06,20.053,4.37257894119028,75733.06726141565
35,2021-07,18.104,5.206010095081583,90168.09484681301
36,2021-08,8.865,4.1025942011973235,71056.93156473765
37,2021-09,7.054,3.5626247212114097,61704.66017138162
38,2021-10,6.524,3.920647963375983,67905.62272567203
39,2021-11,177.775,6.7672262002582455,117208.35778847281
40,2021-12,149.346,5.387956332902923,93319.40368587863
41,2022-01,39.325,4.666040615095668,80815.82345345698
42,2022-02,20.379,6.1274797511445005,106127.94928982275
43,2022-03,323.922,7.0606878741636345,122291.11398051414
44,2022-04,90.856,6.350510623312595,109990.84399577415
45,2022-05,29.54,5.1003638924756425,88338.30261767813
46,2022-06,20.504,5.969010447235592,103383.26094612044
47,2022-07,398.669,6.890480103298509,119343.11538913017
48,2022-08,123.732,7.113510975466604,123206.01009508158
49,2022-09,115.546,6.996126305904449,121172.90761826505
50,2022-10,249.801,6.655710764174199,115276.91043549712
51,2022-11,162.047,7.236764878506867,125340.76769573893
52,2022-12,32.774,5.728371874633173,99215.40086864655
53,2023-01,12.903,5.851625777673436,101350.15846930392
54,2023-02,13.746,4.654302148139453,80612.51320577532
55,2023-03,10.005,4.812771452048362,83357.20154947763
56,2023-04,7.34,4.214109637281371,72988.37891771336
57,2023-05,5.325,5.200140861603474,90066.43972297217
58,2023-06,8.386,5.587510271158587,96775.67789646673
59,2023-07,4.468,4.202371170325155,72785.06867003169
60,2023-08,3.565,4.454748209883789,77156.23899518722
61,2023-09,2.502,4.566263645967837,79087.68634816293
62,2023-10,1.594,4.237586571193802,73394.99941307664
63,2023-11,1.764,3.991078765113276,69125.48421176194
64,2023-12,1.762,2.5472473294987674,44118.32374691865
