,Date,Q,SWE,SWE_scaled
0,2018-08,21.101,4.4251717199750225,208965.4589606605
1,2018-09,18.962,3.877055436064664,183082.31180184556
2,2018-10,23.051,4.754041490321238,224495.34725594948
3,2018-11,17.967,4.305835010060362,203330.14084507045
4,2018-12,19.828,4.695760771525706,221743.2151529869
5,2019-01,44.021,5.39374176091029,254703.2734337057
6,2019-02,50.449,4.04218413931867,190880.01942690625
7,2019-03,32.356,4.099077221952404,193566.62457503643
8,2019-04,44.922,6.671754665926594,315053.59883438563
9,2019-05,30.045,5.285506140290016,249592.17095677514
10,2019-06,25.455,4.375216818150281,206606.48858669258
11,2019-07,23.226,4.881704017206688,230523.8271005342
12,2019-08,22.753,4.251717199750225,200774.58960660515
13,2019-09,22.43,4.240616110455838,200250.3739679456
14,2019-10,17.993,4.242003746617637,200315.90092277803
15,2019-11,28.156,5.081523624505654,239959.708596406
16,2019-12,60.48,5.479775202941789,258765.94463331715
17,2020-01,34.469,5.345174495247346,252409.83001457018
18,2020-02,68.23,4.021369596891695,189897.11510441962
19,2020-03,47.527,4.71796295011448,222791.646430306
20,2020-04,73.564,5.53805592173732,261518.07673627973
21,2020-05,36.815,5.0204676333865255,237076.5225837785
22,2020-06,31.247,4.949698189134809,233734.64788732395
23,2020-07,25.686,4.765142579615625,225019.56289460903
24,2020-08,23.678,4.248941927426629,200643.5356969403
25,2020-09,22.908,4.240616110455838,200250.3739679456
26,2020-10,22.327,3.7646569069589955,177774.62846041768
27,2020-11,42.48,5.223062513009089,246643.4579893152
28,2020-12,34.893,5.912717685422883,279210.3545410394
29,2021-01,56.807,5.248039963921459,247822.94317629916
30,2021-02,216.566,5.302157774231596,250378.49441476446
31,2021-03,49.133,4.429334628460418,209162.03982515784
32,2021-04,24.509,4.62360369111219,218335.81350169983
33,2021-05,20.213,4.989939637826962,235634.9295774648
34,2021-06,23.275,5.661555540137376,267349.97571636713
35,2021-07,24.935,4.774856032748214,225478.25157843615
36,2021-08,24.601,4.980226184694373,235176.24089363767
37,2021-09,26.495,4.151807396100742,196056.64885866924
38,2021-10,29.319,4.146256851453549,195794.54103933947
39,2021-11,46.156,4.702698952334697,222070.84992714907
40,2021-12,163.473,7.722195240407966,364657.50364254497
41,2022-01,562.719,6.824394643724416,322261.56386595435
42,2022-02,223.186,5.896066051481301,278424.03108305
43,2022-03,117.59,4.661069867480746,220105.0412821758
44,2022-04,638.508,8.028862832165407,379138.96066051483
45,2022-05,128.95,7.523763269270797,355287.1491015056
46,2022-06,74.43,8.027475196003609,379073.4337056824
47,2022-07,46.987,7.219870949836952,340936.7459932006
48,2022-08,29.997,5.626864636092416,265711.80184555607
49,2022-09,25.025,4.5875251509054324,216632.11267605633
50,2022-10,24.165,4.616665510303199,218008.17872753766
51,2022-11,415.916,8.360507874835218,394799.90286546864
52,2022-12,387.557,7.364185110663985,347751.54929577466
53,2023-01,181.222,4.745715673350447,224102.18552695483
54,2023-02,1033.502,7.004787344758204,330780.06799417187
55,2023-03,153.783,5.5311177409283285,261190.44196211753
56,2023-04,41.739,4.933046555193228,232948.32442933464
57,2023-05,51.739,6.169430375355582,291332.8411850413
58,2023-06,40.321,5.558870464164296,262500.98105876637
59,2023-07,37.9,5.453410115867619,257520.93249150072
60,2023-08,28.723,4.798445847498786,226592.20981058766
61,2023-09,29.887,4.536182612918893,214207.61534725595
62,2023-10,26.403,4.4473738985637965,210013.8902379796
63,2023-11,39.568,4.237840838132242,200119.32005828075
64,2023-12,34.962,4.842850204676334,228689.07236522585
65,2024-01,51.352,4.672170956775133,220629.25692083535
66,2024-02,31.62,4.291958648442378,202674.871296746
67,2024-03,31.875,4.194824117116492,198087.984458475
