,Date,Q,SWE,SWE_scaled
0,2018-08,138.726,4.702079304357646,157373.89223754607
1,2018-09,118.742,4.316709250292909,144475.9418980534
2,2018-10,123.32,4.529862650160218,151609.97303821234
3,2018-11,373.962,5.100153865699242,170697.04973108793
4,2018-12,1048.038,4.974520404850299,166492.22342993467
5,2019-01,1449.853,5.4812890840050255,183453.2643525642
6,2019-02,1970.186,5.684561200434776,190256.57881735152
7,2019-03,1726.568,5.4445871740940985,182224.8881297554
8,2019-04,1087.916,5.204613147753419,174193.1974421592
9,2019-05,468.512,4.683728349402182,156759.70412614165
10,2019-06,126.305,4.474809785293827,149767.4087039991
11,2019-07,88.841,4.030152030603746,134885.1583122768
12,2019-08,68.763,4.184017729845711,140034.8894002061
13,2019-09,66.97,4.041444925960954,135263.12022698717
14,2019-10,116.514,4.418345308507785,147877.59913044705
15,2019-11,559.303,4.665377394446719,156145.51601473725
16,2019-12,1313.643,5.407885264183171,180996.51190694654
17,2020-01,1215.301,5.530695501192812,185106.84772942224
