,Date,Q,SWE,SWE_scaled
0,2018-09,23.676,11.11748837743213,74620.58198932446
1,2018-10,38.901,11.047179016242897,74148.66555702232
2,2018-11,99.421,11.390116512655684,76450.46203294495
3,2018-12,80.203,10.51627159501808,70585.21494576136
4,2019-01,179.647,11.423118865866957,76671.97382769902
5,2019-02,429.393,10.47609481719566,70315.54841301727
6,2019-06,29.23,11.124662802043277,74668.73672731448
7,2019-07,24.032,10.236469035183378,68707.18016415084
8,2019-08,18.368,9.959536245193137,66848.40727773633
9,2019-09,20.239,10.273776043161337,68957.5848016989
10,2019-10,42.716,10.509097170406934,70537.06020777134
11,2019-11,141.958,9.672559260747288,64922.2177581358
12,2019-12,457.764,10.648281007863169,71471.26212477758
13,2020-01,374.746,10.412959880617574,69891.78671870516
14,2020-02,179.348,10.167594558916376,68244.89467944672
15,2020-03,154.042,9.606554554324743,64479.19416862768
16,2020-04,146.626,10.058543304826953,67512.94266199852
17,2020-05,95.501,9.440107903346151,63362.00424725936
18,2020-06,35.603,10.015496757160076,67224.01423405843
19,2020-07,36.338,10.292429547150318,69082.78712047293
20,2020-08,21.108,9.841875681570338,66058.6695747001
21,2020-09,22.267,9.359754347701314,62822.67118177122
