,Date,Q,SWE,SWE_scaled
0,2018-08,43.955,3.1105833394634246,320000.6389306319
1,2018-09,97.07,4.669027627444593,480325.283367837
2,2018-10,601.029,7.201630954507719,740866.3441187907
3,2018-11,568.866,6.744501308336573,693839.2231948633
4,2018-12,226.142,3.5309324393909143,363243.96851585247
5,2019-01,650.556,4.07003016004792,418703.5387088978
6,2019-02,135.195,2.2047310291196838,226811.26367448166
7,2019-03,275.833,4.192982271776711,431352.2126125748
8,2019-04,286.198,3.640223205372062,374487.2342080098
9,2019-05,665.308,6.586870395863764,677622.9746004055
10,2019-06,1016.856,6.193843987431562,637190.4614382244
11,2019-07,340.341,3.6129005138767747,371676.4177849704
12,2019-08,133.473,2.490568417070377,256216.72779243163
13,2019-09,113.607,3.710631679609916,381730.49191353424
14,2019-10,38.67,5.635830557277819,579784.9414138442
15,2019-11,28.609,4.31698525625532,444108.9948402148
16,2019-12,73.925,4.086844124045019,420433.2718923065
17,2020-01,279.176,4.5313632972183395,466163.0929286773
18,2020-02,237.568,3.580323458632394,368325.05974211585
19,2020-03,247.499,3.7137842978593723,382054.8168854234
20,2020-04,417.294,3.18834792295001,328000.6549038977
21,2020-05,233.805,3.2198741054445716,331243.90462278924
22,2020-06,190.317,2.9655628999884405,305081.6902237308
23,2020-07,123.607,2.731218276778865,280973.5339799704
24,2020-08,132.303,2.358158450593218,242595.07897308716
25,2020-09,215.235,2.780609296020345,286054.62520623376
26,2020-10,41.0,2.246765939112433,231135.59663300373
27,2020-11,3.097,2.966613772738259,305189.7985476938
28,2020-12,2.871,3.258756397187865,335243.9126094222
29,2021-01,80.409,3.114786830462699,320433.0722264841
30,2021-02,149.796,2.7028447125337594,278054.609232968
31,2021-03,29.018,3.1946531594489223,328649.304847676
32,2021-04,71.283,2.2089345201189587,227243.69697033387
33,2021-05,244.913,4.3726815119957125,449838.7360102565
34,2021-06,291.285,4.953814142645467,509622.63916182396
35,2021-07,302.697,4.339053584001514,446379.2696434389
36,2021-08,233.203,2.8583738795069307,294054.6411794996
37,2021-09,63.581,2.0323878981494135,209081.49854454127
38,2021-10,10.287,2.638741474794817,271460.00147122185
39,2021-11,5.13,1.9735390241595645,203027.43240261037
40,2021-12,3.89,1.8863165859246103,194054.4415136771
41,2022-01,9.296,1.906283168171166,196108.49966897507
42,2022-02,21.577,1.69715949095724,174594.9432003279
43,2022-03,33.698,2.3329375045975684,240000.47919797394
44,2022-04,62.569,1.6561754537143099,170378.71856576888
45,2022-05,39.16,3.2692651246860516,336324.9958490526
46,2022-06,96.633,3.7232421526077406,383027.7918010908
47,2022-07,77.442,2.1185594636345484,217946.38110951145
48,2022-08,37.411,2.676572893788291,275351.9011338917
49,2022-09,22.0,2.089135026639624,214919.348038546
50,2022-10,7.25,3.3627927994199185,345946.6366817642
51,2022-11,3.49,2.979224245736084,306487.09843525046
52,2022-12,28.642,3.0191574102291954,310595.21474584646
53,2023-01,22.023,1.666684181212497,171459.8018053994
54,2023-02,42.476,2.1963240471211343,225946.39708277726
55,2023-03,177.058,2.1395769186309233,220108.54758877252
56,2023-04,81.014,2.089135026639624,214919.348038546
57,2023-05,38.977,5.666305867022562,582920.0828087727
58,2023-06,15.619,5.6999337950167615,586379.5491755904
59,2023-07,19.553,4.22661019977091,434811.67897939245
60,2023-08,81.185,2.1311699366323733,219243.6809970681
61,2023-09,46.89,2.42226168833216,249189.6867348333
