,Date,Q,SWE,SWE_scaled
0,2018-08,52.082,3.084185537625509,2945452.7037720387
1,2018-09,43.287,2.513212026274673,2400162.7229087856
2,2018-10,57.166,3.324908858214469,3175347.8079542657
3,2018-11,56.522,3.156251135487361,3014276.6469108686
4,2018-12,62.289,2.797941790375912,2672084.772761223
5,2019-01,60.035,2.445789310067786,2335772.8153223167
6,2019-02,56.674,2.391891509986233,2284299.4460840323
7,2019-03,67.013,2.7895644169549967,2664084.230351527
8,2019-04,59.0,2.3714022713784515,2264731.854407306
9,2019-05,30.761,4.108243739175021,3923446.71929945
10,2019-06,43.437,4.143670944846603,3957280.338405513
11,2019-07,56.812,3.7151127816513316,3547999.5785070914
12,2019-08,54.872,2.956405359904074,2823420.3340048688
13,2019-09,59.723,2.1788236149072837,2080815.7710615243
14,2019-10,137.262,2.3025665042330967,2198992.4577396833
15,2019-11,45.143,2.7250687348349354,2602489.6930045905
16,2019-12,36.02,2.170042512646806,2072429.6603429273
17,2020-01,52.845,3.0353343480384836,2898798.9383950164
18,2020-02,55.739,3.941301864016052,3764014.2235688823
19,2020-03,37.405,4.083414415541945,3899734.2683020374
20,2020-04,30.165,5.221425082057887,4986554.939016758
21,2020-05,36.552,4.7317019996689424,4518860.580319834
22,2020-06,34.012,4.2440984936877,4053190.4552446394
23,2020-07,128.293,4.017808479113088,3837079.418105623
24,2020-08,96.942,3.7468054955569636,3578266.6907558204
25,2020-09,94.741,2.8862574740301423,2756427.8403333183
26,2020-10,98.964,2.964479936695318,2831131.700182889
27,2020-11,109.701,2.6863107662369647,2565475.1353500937
28,2020-12,118.573,3.1399001174850922,2998661.130400378
29,2021-01,62.245,2.890900355685108,2760861.8758856803
30,2021-02,65.143,3.474490393272263,3318200.86640209
31,2021-03,47.124,3.924143388334659,3747627.5704405895
32,2021-04,40.034,4.080790178084792,3897228.0742941815
33,2021-05,40.282,3.851169400583792,3677936.0986067317
34,2021-06,36.938,5.4301528921115425,5185893.754718581
35,2021-07,60.189,5.52533196603833,5276791.483541993
36,2021-08,190.911,4.134284249326782,3948315.875223565
37,2021-09,239.224,3.2379052932888155,3092257.8373860978
38,2021-10,330.751,3.315320298274867,3166190.560617867
39,2021-11,384.356,4.3360477368979895,4141003.637596844
40,2021-12,313.393,4.090479670234283,3906481.7137078047
41,2022-01,323.495,3.5452438724055373,3385771.7125369916
42,2022-02,273.111,3.324606061584797,3175058.6317225895
43,2022-03,231.357,3.909306353480748,3733457.935088477
44,2022-04,224.488,4.454340286889713,4253975.15210484
45,2022-05,259.566,5.373428990153053,5131721.407317989
46,2022-06,355.637,5.512210778752558,5264260.5135027105
47,2022-07,442.51,4.164765776713728,3977426.2825455912
48,2022-08,504.131,4.626227840333319,4418130.859619445
49,2022-09,504.434,5.606784259420003,5354579.889862772
50,2022-10,648.348,5.621419429854132,5368556.741060434
51,2022-11,907.581,5.658158754254293,5403643.457170427
52,2022-12,1427.982,3.7829392266977804,3612775.054402461
53,2023-02,995.05,2.7666528053098416,2642203.2288213945
54,2023-03,382.133,3.378201065036679,3226242.824729199
55,2023-04,277.263,3.713497866293083,3546457.305271487
56,2023-05,201.473,3.241841649474547,3096017.128397883
57,2023-06,161.0,3.893359064318042,3718227.986886888
58,2023-07,391.362,3.5385823465527615,3379409.8354401253
59,2023-08,503.142,2.9149222216390585,2783803.1902652904
60,2023-09,469.698,2.531783552894534,2417898.865118232
61,2023-10,274.696,2.5833599121486044,2467155.216580336
62,2023-11,295.735,3.0173684146779656,2881641.1486489214
63,2023-12,144.988,3.1769422385149237,3034037.0227420456
